20171222,930,1061.11,1064.99,1060.4,1062.59,75382,1,0,0
20171222,931,1061.98,1063.59,1061.2,1063.59,1697,1,0,0
20171222,932,1062.15,1063.59,1062.07,1062.86,1444,1,0,0
20171222,933,1063.23,1063.59,1062.1,1063.03,2135,1,0,0
20171222,934,1063.24,1063.47,1062.28,1063.37,1987,1,0,0
20171222,935,1063.41,1064.28,1062.69,1063.31,1730,1,0,0
20171222,936,1063.48,1063.95,1062.82,1063.95,3908,1,0,0
20171222,937,1063.98,1064.2,1063.09,1063.09,3166,1,0,0
20171222,938,1063.19,1063.19,1061,1061.39,5775,1,0,0
20171222,939,1061.44,1061.81,1060.53,1060.59,2957,1,0,0
20171222,940,1060.93,1061.32,1060.06,1061.24,6197,1,0,0
20171222,941,1061.24,1061.24,1060.7,1060.81,1229,1,0,0
20171222,942,1060.82,1061.98,1060.82,1061.27,3889,1,0,0
20171222,943,1061.05,1061.71,1060.97,1061.71,685,1,0,0
20171222,944,1061.83,1062.37,1060.97,1061.3,1522,1,0,0
20171222,945,1061.04,1061.86,1061.04,1061.7,1601,1,0,0
20171222,946,1061.66,1062.63,1061.51,1062.5,1633,1,0,0
20171222,947,1062.45,1062.61,1060.95,1061.8,1649,1,0,0
20171222,948,1061.89,1062.29,1061.16,1061.88,64,1,0,0
20171222,949,1061.88,1062.24,1061.76,1061.87,277,1,0,0
20171222,950,1061.87,1062.28,1061.35,1061.35,2292,1,0,0
20171222,951,1061.94,1061.94,1061.52,1061.52,173,1,0,0
20171222,952,1061.5,1061.52,1060.98,1060.98,219,1,0,0
20171222,953,1061.75,1062.82,1060.98,1062.03,2952,1,0,0
20171222,954,1062.78,1062.78,1061.96,1061.98,145,1,0,0
20171222,955,1062.34,1062.75,1061.81,1062.31,907,1,0,0
20171222,956,1062.21,1062.65,1061.71,1062.27,1645,1,0,0
20171222,957,1062.2,1062.66,1061.74,1061.88,3668,1,0,0
20171222,958,1062.12,1062.7,1061.81,1062.7,1033,1,0,0
20171222,959,1062.77,1063.58,1062.56,1063.56,2656,1,0,0
20171222,1000,1063.56,1063.56,1062.86,1063.25,3561,1,0,0
20171222,1001,1063.58,1063.74,1063.17,1063.34,1132,1,0,0
20171222,1002,1063.35,1063.68,1062.38,1062.5,1987,1,0,0
20171222,1003,1063.26,1063.26,1062.05,1062.82,384,1,0,0
20171222,1004,1063.09,1063.7,1062.32,1062.76,1279,1,0,0
20171222,1005,1062.49,1062.59,1062.41,1062.41,140,1,0,0
20171222,1006,1062.41,1062.41,1061.67,1062.1,1490,1,0,0
20171222,1007,1062.1,1062.2,1061.64,1062.2,227,1,0,0
20171222,1008,1061.99,1063.05,1061.64,1062.09,3817,1,0,0
